ball_x,ball_y,ball_dx,ball_dy,paddle_y,action
2.03,2.03,2,2,0,0
4.29,4.29,2,2,0,0
5.44,5.44,2,2,0,0
7.75,7.75,2,2,0,0
8.94,8.94,2,2,0,0
10.27,10.27,2,2,0,0
11.45,11.45,2,2,0,0
12.65,12.65,2,2,0,0
13.87,13.87,2,2,0,0
15.58,15.58,2,2,0,0
17.16,17.16,2,2,0,0
18.37,18.37,2,2,0,0
19.33,19.33,2,2,0,0
20.65,20.65,2,2,0,0
21.71,21.71,2,2,0,0
22.62,22.62,2,2,0,0
23.8,23.8,2,2,0,0
24.9,24.9,2,2,0,0
25.87,25.87,2,2,0,0
26.96,26.96,2,2,0,0
27.83,27.83,2,2,0,0
28.67,28.67,2,2,0,0
29.51,29.51,2,2,0,0
30.49,30.49,2,2,0,0
31.52,31.52,2,2,0,0
32.48,32.48,2,2,0,0
33.38,33.38,2,2,0,0
34.24,34.24,2,2,0,0
35.38,35.38,2,2,0,0
36.47,36.47,2,2,0,0
37.57,37.57,2,2,0,0
38.45,38.45,2,2,0,0
39.15,39.15,2,2,0,0
40.15,40.15,2,2,0,0
41.32,41.32,2,2,0,0
42.14,42.14,2,2,0,0
42.98,42.98,2,2,0,0
43.91,43.91,2,2,0,0
44.92,44.92,2,2,0,0
45.71,45.71,2,2,0,0
46.79,46.79,2,2,0,0
47.89,47.89,2,2,0,0
48.66,48.66,2,2,0,0
49.74,49.74,2,2,0,0
51.03,51.03,2,2,0,0
51.96,51.96,2,2,0,0
52.92,52.92,2,2,0,0
53.89,53.89,2,2,0,0
54.49,54.49,2,2,0,0
55.66,55.66,2,2,0,0
56.71,56.71,2,2,0,0
57.61,57.61,2,2,0,0
58.34,58.34,2,2,0,0
59.25,59.25,2,2,0,0
60.19,60.19,2,2,0,0
61.31,61.31,2,2,0,0
62.31,62.31,2,2,0,0
63.45,63.45,2,2,0,0
64.27,64.27,2,2,0,0
65.11,65.11,2,2,0,0
65.84,65.84,2,2,0,0
66.56,66.56,2,2,0,0
67.39,67.39,2,2,0,0
68.28,68.28,2,2,0,0
68.99,68.99,2,2,0,0
70.19,70.19,2,2,0,0
71.14,71.14,2,2,0,0
72.02,72.02,2,2,0,0
72.92,72.92,2,2,0,0
73.57,73.57,2,2,0,0
74.38,74.38,2,2,0,0
75.47,75.47,2,2,0,0
76.6,76.6,2,2,0,0
77.5,77.5,2,2,0,0
78.38,78.38,2,2,0,0
79.1,79.1,2,2,0,0
80.06,80.06,2,2,0,0
81.04,81.04,2,2,0,0
82.15,82.15,2,2,0,0
83.17,83.17,2,2,0,0
84.08,84.08,2,2,0,0
85.02,85.02,2,2,0,0
85.75,85.75,2,2,0,0
86.71,86.71,2,2,0,0
87.68,87.68,2,2,0,0
88.77,88.77,2,2,0,0
89.94,89.94,2,2,0,0
90.86,90.86,2,2,0,0
91.94,91.94,2,2,0,0
92.83,92.83,2,2,0,0
93.91,93.91,2,2,0,0
94.99,94.99,2,2,0,0
96.03,96.03,2,2,0,0
97.07,97.07,2,2,0,0
98.08,98.08,2,2,0,0
99.02,99.02,2,2,0,0
100.0,100.0,2,2,0,0
100.84,100.84,2,2,0,0
101.9,101.9,2,2,0,0
103.04,103.04,2,2,0,0
103.88,103.88,2,2,0,0
105.06,105.06,2,2,0,0
106.29,106.29,2,2,0,0
107.16,107.16,2,2,0,0
108.25,108.25,2,2,0,0
109.32,109.32,2,2,0,0
110.55,110.55,2,2,0,0
111.36,111.36,2,2,0,0
112.61,112.61,2,2,0,0
114.19,114.19,2,2,0,0
115.14,115.14,2,2,0,0
115.93,115.93,2,2,0,0
116.9,116.9,2,2,0,0
117.89,117.89,2,2,0,0
118.86,118.86,2,2,0,0
119.82,119.82,2,2,0,0
120.65,120.65,2,2,0,0
121.56,121.56,2,2,0,0
122.48,122.48,2,2,0,0
123.48,123.48,2,2,0,0
124.33,124.33,2,2,0,0
125.34,125.34,2,2,0,0
126.31,126.31,2,2,0,0
127.39,127.39,2,2,0,0
128.5,128.5,2,2,0,0
129.6,129.6,2,2,0,0
130.93,130.93,2,2,0,0
132.26,132.26,2,2,0,0
133.47,133.47,2,2,0,0
134.56,134.56,2,2,0,0
135.64,135.64,2,2,0,0
136.73,136.73,2,2,0,0
137.8,137.8,2,2,0,0
138.95,138.95,2,2,0,0
140.1,140.1,2,2,0,0
140.94,140.94,2,2,0,0
142.43,142.43,2,2,0,0
143.47,143.47,2,2,0,0
144.32,144.32,2,2,0,0
145.68,145.68,2,2,0,0
147.08,147.08,2,2,0,0
147.79,147.79,2,2,0,0
150.06,150.06,2,2,0,0
151.33,151.33,2,2,0,0
152.38,152.38,2,2,0,0
153.61,153.61,2,2,0,0
154.6,154.6,2,2,0,0
155.48,155.48,2,2,0,0
156.77,156.77,2,2,0,0
158.22,158.22,2,2,0,0
159.27,159.27,2,2,0,0
160.47,160.47,2,2,0,0
161.48,161.48,2,2,0,0
162.68,162.68,2,2,0,0
163.93,163.93,2,2,0,0
164.9,164.9,2,2,0,0
166.17,166.17,2,2,0,0
166.85,166.85,2,2,0,0
167.78,167.78,2,2,0,0
169.15,169.15,2,2,0,0
170.23,170.23,2,2,0,0
171.42,171.42,2,2,0,0
172.42,172.42,2,2,0,0
173.57,173.57,2,2,0,0
174.83,174.83,2,2,0,0
175.81,175.81,2,2,0,0
177.72,177.72,2,2,0,0
180.53,180.53,2,2,0,0
181.62,181.62,2,2,0,0
182.89,182.89,2,2,0,0
184.04,184.04,2,2,0,0
185.71,185.71,2,2,0,0
186.65,186.65,2,2,0,0
187.63,187.63,2,2,0,0
188.78,188.78,2,2,0,0
189.68,189.68,2,2,0,0
190.56,190.56,2,2,0,0
191.45,191.45,2,2,0,0
193.03,193.03,2,2,0,0
194.14,194.14,2,2,0,0
194.72,194.72,2,2,0,0
195.81,195.81,2,2,0,0
196.65,196.65,2,2,0,0
197.29,197.29,2,2,0,0
198.18,198.18,2,2,0,0
199.54,199.54,2,2,0,0
200.62,200.62,2,2,0,0
201.25,201.25,2,2,0,0
202.1,202.1,2,2,0,0
203.13,203.13,2,2,0,0
204.04,204.04,2,2,0,0
205.14,205.14,2,2,0,0
206.14,206.14,2,2,0,0
207.1,207.1,2,2,0,0
208.09,208.09,2,2,0,0
208.94,208.94,2,2,0,0
209.9,209.9,2,2,0,0
210.74,210.74,2,2,0,0
211.7,211.7,2,2,0,0
212.69,212.69,2,2,0,0
214.01,214.01,2,2,0,0
214.86,214.86,2,2,0,0
215.85,215.85,2,2,0,0
216.57,216.57,2,2,0,0
217.78,217.78,2,2,0,0
218.63,218.63,2,2,0,0
219.9,219.9,2,2,0,0
221.85,221.85,2,2,0,0
223.06,223.06,2,2,0,0
224.12,224.12,2,2,0,0
225.32,225.32,2,2,0,0
226.43,226.43,2,2,0,0
227.4,227.4,2,2,0,0
228.61,228.61,2,2,0,0
229.47,229.47,2,2,0,0
230.07,230.07,2,2,0,0
231.33,231.33,2,2,0,0
232.3,232.3,2,2,0,0
233.41,233.41,2,2,0,0
234.47,234.47,2,2,0,0
235.41,235.41,2,2,0,0
236.61,236.61,2,2,0,0
238.32,238.32,2,2,3.57,1
239.31,239.31,2,2,5.63,1
240.53,240.53,2,2,8.16,1
241.85,241.85,2,2,10.93,1
243.05,243.05,2,2,13.42,1
243.86,243.86,2,2,15.11,1
244.83,244.83,2,2,17.12,1
246.31,246.31,2,2,20.2,1
248.12,248.12,2,2,23.98,1
249.57,249.57,2,2,26.99,1
251.08,251.08,2,2,30.14,1
253.02,253.02,2,2,34.18,1
254.34,254.34,2,2,36.94,1
255.65,255.65,2,2,39.67,1
256.7,256.7,2,2,41.84,1
257.75,257.75,2,2,44.03,1
258.75,258.75,2,2,46.13,1
260.18,260.18,2,2,49.11,1
261.32,261.32,2,2,51.49,1
262.29,262.29,2,2,53.51,1
263.14,263.14,2,2,55.27,1
264.32,264.32,2,2,57.73,1
265.17,265.17,2,2,59.5,1
266.26,266.26,2,2,61.77,1
267.21,267.21,2,2,63.74,1
268.39,268.39,2,2,66.2,1
269.72,269.72,2,2,68.97,1
270.69,270.69,2,2,70.99,1
271.77,271.77,2,2,73.26,1
272.87,272.87,2,2,75.54,1
273.76,273.76,2,2,77.39,1
274.6,274.6,2,2,79.15,1
275.96,275.96,2,2,81.98,1
276.96,276.96,2,2,84.06,1
278.02,278.02,2,2,86.27,1
278.88,278.88,2,2,88.07,1
280.15,280.15,2,2,90.7,1
281.22,281.22,2,2,92.93,1
282.44,282.44,2,2,95.48,1
284.15,284.15,2,2,99.05,1
285.21,285.21,2,2,101.26,1
286.32,286.32,2,2,103.57,1
287.26,287.26,2,2,105.52,1
288.46,288.46,2,2,108.03,1
289.53,289.53,2,2,110.26,1
290.89,290.89,2,2,113.08,1
292.21,288.68,2,-2,115.84,1
293.13,287.76,2,-2,117.74,1
294.33,286.56,2,-2,120.25,1
295.02,285.87,2,-2,121.69,1
296.28,284.6,2,-2,124.32,1
297.64,283.24,2,-2,127.16,1
298.76,282.13,2,-2,129.48,1
299.84,281.05,2,-2,131.74,1
300.96,279.93,2,-2,134.07,1
302.08,278.81,2,-2,136.39,1
303.01,277.88,2,-2,138.34,1
304.27,276.62,2,-2,140.96,1
305.37,275.52,2,-2,143.24,1
306.09,274.79,2,-2,144.76,1
307.64,273.25,2,-2,147.97,1
308.86,272.03,2,-2,150.52,1
309.9,270.99,2,-2,152.68,1
310.75,270.14,2,-2,154.45,1
311.68,269.21,2,-2,156.39,1
312.64,268.25,2,-2,158.4,1
313.74,267.15,2,-2,160.69,1
314.67,266.22,2,-2,162.63,1
315.87,265.02,2,-2,165.13,1
316.84,264.05,2,-2,167.15,1
317.74,263.15,2,-2,169.01,1
318.69,262.2,2,-2,171.01,1
319.67,261.22,2,-2,173.04,1
321.18,259.71,2,-2,176.18,1
322.02,258.87,2,-2,177.94,1
322.95,257.94,2,-2,179.87,1
323.84,257.05,2,-2,181.72,1
324.68,256.21,2,-2,183.47,1
325.6,255.29,2,-2,185.39,1
326.35,254.54,2,-2,186.96,1
327.42,253.47,2,-2,189.18,1
328.14,252.75,2,-2,190.69,1
328.96,251.93,2,-2,192.39,1
330.4,250.49,2,-2,195.39,1
329.46,249.95,-2,-2,196.51,1
328.46,248.95,-2,-2,198.6,1
327.4,247.89,-2,-2,200.81,1
326.56,247.05,-2,-2,202.56,1
325.84,246.33,-2,-2,204.05,1
325.02,245.51,-2,-2,205.77,1
323.92,244.41,-2,-2,208.06,1
323.08,243.57,-2,-2,209.81,1
322.18,242.67,-2,-2,211.68,1
321.31,241.8,-2,-2,213.49,1
320.15,240.64,-2,-2,215.91,1
319.27,239.76,-2,-2,217.74,1
318.47,238.96,-2,-2,219.41,1
317.62,238.11,-2,-2,221.18,1
316.55,237.04,-2,-2,223.41,1
315.73,236.22,-2,-2,225.12,1
314.89,235.38,-2,-2,226.87,1
314.05,234.54,-2,-2,228.63,1
313.11,233.61,-2,-2,230.57,1
312.39,232.88,-2,-2,232.08,1
311.71,232.2,-2,-2,233.49,1
310.92,231.42,-2,-2,235.13,1
310.36,230.85,-2,-2,236.3,1
309.58,230.07,-2,-2,237.93,1
308.91,229.4,-2,-2,239.34,1
308.04,228.53,-2,-2,241.14,1
307.27,227.76,-2,-2,242.75,1
306.5,227.0,-2,-2,244.34,1
305.75,226.25,-2,-2,245.9,1
305.02,225.51,-2,-2,247.43,1
304.28,224.77,-2,-2,248.97,1
303.52,224.01,-2,-2,250,1
302.65,223.15,-2,-2,250,1
302.17,222.66,-2,-2,250,1
300.91,221.41,-2,-2,250,1
300.23,220.72,-2,-2,250,1
299.54,220.03,-2,-2,250,1
298.64,219.13,-2,-2,250,1
297.54,218.03,-2,-2,250,1
296.82,217.31,-2,-2,250,1
295.94,216.43,-2,-2,250,1
295.25,215.74,-2,-2,250,1
294.01,214.51,-2,-2,250,1
293.15,213.64,-2,-2,250,1
291.94,212.43,-2,-2,250,1
290.33,210.82,-2,-2,250,1
289.6,210.09,-2,-2,250,1
288.65,209.14,-2,-2,250,1
287.97,208.46,-2,-2,250,1
286.78,207.27,-2,-2,250,1
286.05,206.54,-2,-2,250,1
285.22,205.71,-2,-2,250,1
284.38,204.87,-2,-2,250,1
283.13,203.62,-2,-2,250,1
282.39,202.88,-2,-2,250,1
281.79,202.28,-2,-2,250,1
280.96,201.45,-2,-2,250,1
280.15,200.64,-2,-2,250,1
278.89,199.39,-2,-2,250,1
277.68,198.18,-2,-2,250,0
276.8,197.29,-2,-2,250,0
276.0,196.49,-2,-2,250,0
275.22,195.71,-2,-2,250,0
274.24,194.74,-2,-2,250,0
273.63,194.13,-2,-2,250,0
272.76,193.25,-2,-2,250,0
271.66,192.15,-2,-2,250,0
270.95,191.44,-2,-2,250,0
270.3,190.79,-2,-2,250,0
269.66,190.15,-2,-2,250,0
268.62,189.12,-2,-2,250,0
267.72,188.22,-2,-2,250,0
266.77,187.26,-2,-2,250,0
266.07,186.56,-2,-2,250,0
265.28,185.78,-2,-2,250,0
264.37,184.87,-2,-2,250,0
263.66,184.15,-2,-2,250,0
262.96,183.45,-2,-2,250,0
262.31,182.81,-2,-2,250,0
261.32,181.81,-2,-2,250,0
260.47,180.96,-2,-2,250,0
259.08,179.57,-2,-2,250,0
258.17,178.66,-2,-2,250,0
257.24,177.74,-2,-2,250,0
256.16,176.65,-2,-2,250,0
255.19,175.68,-2,-2,250,0
254.1,174.59,-2,-2,250,0
253.46,173.95,-2,-2,250,0
252.37,172.86,-2,-2,250,0
251.27,171.76,-2,-2,250,0
250.17,170.66,-2,-2,250,0
249.22,169.71,-2,-2,250,0
248.08,168.57,-2,-2,250,0
247.12,167.61,-2,-2,250,0
246.14,166.63,-2,-2,250,0
245.07,165.56,-2,-2,250,0
244.2,164.69,-2,-2,250,0
242.93,163.42,-2,-2,250,0
242.09,162.58,-2,-2,250,0
241.13,161.62,-2,-2,250,0
240.04,160.53,-2,-2,250,0
239.06,159.55,-2,-2,250,0
237.85,158.34,-2,-2,250,0
236.9,157.39,-2,-2,250,0
236.02,156.51,-2,-2,250,0
234.71,155.2,-2,-2,250,0
233.75,154.24,-2,-2,250,0
232.4,152.89,-2,-2,247.19,2
231.37,151.87,-2,-2,245.06,2
230.17,150.66,-2,-2,242.54,2
229.12,149.61,-2,-2,240.36,2
228.08,148.57,-2,-2,238.19,2
226.95,147.45,-2,-2,235.85,2
225.78,146.27,-2,-2,233.4,2
224.57,145.06,-2,-2,230.88,2
223.55,144.04,-2,-2,228.75,2
222.55,143.05,-2,-2,226.68,2
221.57,142.06,-2,-2,224.63,2
220.38,140.87,-2,-2,222.15,2
219.05,139.54,-2,-2,219.37,2
218.02,138.51,-2,-2,217.23,2
216.93,137.42,-2,-2,214.97,2
215.65,136.14,-2,-2,212.3,2
214.73,135.23,-2,-2,210.39,2
213.69,134.18,-2,-2,208.21,2
212.5,133.0,-2,-2,205.74,2
211.42,131.91,-2,-2,203.49,2
210.7,131.19,-2,-2,201.98,2
209.67,130.16,-2,-2,199.83,2
208.73,129.23,-2,-2,197.89,2
207.67,128.16,-2,-2,195.67,2
206.77,127.26,-2,-2,193.8,2
205.87,126.37,-2,-2,191.93,2
204.85,125.34,-2,-2,189.8,2
204.12,124.61,-2,-2,188.28,2
203.0,123.49,-2,-2,185.94,2
202.32,122.81,-2,-2,184.53,2
201.01,121.5,-2,-2,181.8,2
200.18,120.67,-2,-2,180.06,2
199.2,119.69,-2,-2,178.03,2
198.08,118.57,-2,-2,175.69,2
197.34,117.83,-2,-2,174.14,2
196.24,116.73,-2,-2,171.86,2
195.51,116.0,-2,-2,170.33,2
194.39,114.88,-2,-2,168.0,2
193.6,114.1,-2,-2,166.37,2
192.62,113.11,-2,-2,164.32,2
191.75,112.24,-2,-2,162.51,2
190.92,111.42,-2,-2,160.79,2
189.97,110.46,-2,-2,158.79,2
189.23,109.72,-2,-2,157.26,2
187.85,108.35,-2,-2,154.39,2
186.84,107.33,-2,-2,152.27,2
186.12,106.61,-2,-2,150.78,2
185.42,105.91,-2,-2,149.31,2
184.34,104.84,-2,-2,147.08,2
183.76,104.25,-2,-2,145.85,2
182.94,103.43,-2,-2,144.16,2
182.1,102.59,-2,-2,142.4,2
181.34,101.83,-2,-2,140.81,2
180.3,100.79,-2,-2,138.65,2
179.64,100.13,-2,-2,137.28,2
178.88,99.37,-2,-2,135.69,2
177.83,98.32,-2,-2,133.51,2
176.75,97.25,-2,-2,131.26,2
176.03,96.52,-2,-2,129.75,2
175.41,95.9,-2,-2,128.47,2
174.54,95.04,-2,-2,126.66,2
173.79,94.28,-2,-2,125.08,2
172.93,93.42,-2,-2,123.3,2
171.97,92.46,-2,-2,121.3,2
170.94,91.43,-2,-2,119.16,2
170.32,90.81,-2,-2,117.86,2
169.36,89.85,-2,-2,115.86,2
168.4,88.89,-2,-2,113.86,2
167.55,88.04,-2,-2,112.09,2
166.68,87.17,-2,-2,110.27,2
165.92,86.41,-2,-2,108.69,2
165.13,85.62,-2,-2,107.05,2
164.14,84.63,-2,-2,104.97,2
163.41,83.9,-2,-2,103.47,2
162.65,83.14,-2,-2,101.88,2
161.75,82.24,-2,-2,100.0,2
160.64,81.13,-2,-2,97.69,2
159.74,80.23,-2,-2,95.82,2
159.06,79.56,-2,-2,94.41,2
158.16,78.65,-2,-2,92.52,2
157.47,77.96,-2,-2,91.09,2
156.61,77.1,-2,-2,89.29,2
155.64,76.13,-2,-2,87.28,2
154.9,75.39,-2,-2,85.74,2
154.24,74.73,-2,-2,84.36,2
153.24,73.74,-2,-2,82.28,2
152.05,72.54,-2,-2,79.79,2
151.32,71.81,-2,-2,78.28,2
150.32,70.82,-2,-2,76.2,2
149.36,69.85,-2,-2,74.19,2
148.42,68.91,-2,-2,72.23,2
147.45,67.95,-2,-2,70.22,2
146.73,67.22,-2,-2,68.71,2
145.97,66.46,-2,-2,67.13,2
144.88,65.37,-2,-2,64.85,2
144.03,64.52,-2,-2,63.09,2
143.0,63.49,-2,-2,60.94,2
141.94,62.43,-2,-2,58.74,2
140.86,61.35,-2,-2,56.48,2
139.83,60.32,-2,-2,54.34,2
138.99,59.48,-2,-2,52.58,2
138.38,58.87,-2,-2,51.32,2
137.28,57.77,-2,-2,49.02,2
136.32,56.81,-2,-2,47.02,2
135.54,56.03,-2,-2,45.4,2
134.82,55.31,-2,-2,43.89,2
133.53,54.02,-2,-2,41.2,2
132.81,53.31,-2,-2,39.72,2
131.67,52.16,-2,-2,37.33,2
130.92,51.41,-2,-2,35.78,2
130.16,50.66,-2,-2,34.2,2
129.25,49.74,-2,-2,32.3,2
128.32,48.81,-2,-2,30.37,2
127.58,48.07,-2,-2,28.82,2
126.84,47.34,-2,-2,27.29,2
125.91,46.4,-2,-2,25.34,2
125.11,45.6,-2,-2,23.66,2
124.21,44.7,-2,-2,21.79,2
123.58,44.08,-2,-2,20.49,2
122.76,43.25,-2,-2,18.78,2
122.16,42.65,-2,-2,17.53,2
121.41,41.91,-2,-2,15.97,2
120.56,41.05,-2,-2,14.2,2
119.85,40.34,-2,-2,12.71,2
119.06,39.55,-2,-2,11.06,2
118.01,38.5,-2,-2,11.06,0
117.29,37.78,-2,-2,11.06,0
116.7,37.2,-2,-2,11.06,0
115.74,36.23,-2,-2,11.06,0
115.12,35.61,-2,-2,11.06,0
114.0,34.5,-2,-2,11.06,0
112.86,33.36,-2,-2,11.06,0
112.04,32.53,-2,-2,11.06,0
111.39,31.89,-2,-2,11.06,0
110.39,30.88,-2,-2,11.06,0
109.79,30.28,-2,-2,11.06,0
109.17,29.66,-2,-2,11.06,0
108.45,28.94,-2,-2,11.06,0
107.23,27.72,-2,-2,11.06,0
106.55,27.05,-2,-2,11.06,0
105.73,26.22,-2,-2,11.06,0
104.87,25.36,-2,-2,11.06,0
104.01,24.5,-2,-2,11.06,0
103.29,23.78,-2,-2,11.06,0
102.44,22.93,-2,-2,11.06,0
101.87,22.36,-2,-2,11.06,0
100.76,21.25,-2,-2,11.06,0
100.16,20.65,-2,-2,11.06,0
99.42,19.91,-2,-2,11.06,0
98.69,19.18,-2,-2,11.06,0
97.63,18.12,-2,-2,11.06,0
96.9,17.39,-2,-2,11.06,0
96.12,16.62,-2,-2,11.06,0
95.16,15.65,-2,-2,11.06,0
94.51,15.0,-2,-2,11.06,0
93.83,14.32,-2,-2,11.06,0
92.63,13.13,-2,-2,11.06,0
91.78,12.27,-2,-2,11.06,0
90.9,11.39,-2,-2,11.06,0
90.14,10.63,-2,-2,11.06,0
89.22,9.71,-2,-2,11.06,0
88.04,8.53,-2,-2,11.06,0
87.15,7.65,-2,-2,11.06,0
86.33,6.83,-2,-2,11.06,0
85.52,6.01,-2,-2,11.06,0
84.44,4.93,-2,-2,11.06,0
83.6,4.09,-2,-2,11.06,0
82.73,3.22,-2,-2,11.06,0
81.9,2.39,-2,-2,11.06,0
81.29,1.78,-2,-2,11.06,0
79.98,0.47,-2,-2,11.06,0
78.86,-0.65,-2,-2,11.06,0
78.16,-1.34,-2,-2,11.06,0
77.4,-2.11,-2,-2,11.06,0
76.04,-3.47,-2,-2,11.06,0
75.09,-4.42,-2,-2,11.06,0
74.46,-5.05,-2,-2,11.06,0
73.17,-6.33,-2,-2,11.06,0
72.22,-7.29,-2,-2,11.06,0
71.39,-8.12,-2,-2,11.06,0
70.5,-9.01,-2,-2,11.06,0
69.58,-9.93,-2,-2,11.06,0
68.88,-10.63,-2,-2,11.06,0
67.88,-11.63,-2,-2,11.06,0
67.26,-12.24,-2,-2,11.06,0
66.29,-13.22,-2,-2,11.06,0
65.6,-13.91,-2,-2,11.06,0
64.53,-14.97,-2,-2,11.06,0
63.52,-15.98,-2,-2,11.06,0
62.76,-16.75,-2,-2,11.06,0
61.87,-17.63,-2,-2,11.06,0
61.27,-18.24,-2,-2,11.06,0
60.49,-19.02,-2,-2,11.06,0
59.49,-20.02,-2,-2,11.06,0
58.71,-20.8,-2,-2,11.06,0
57.82,-21.69,-2,-2,11.06,0
57.13,-22.38,-2,-2,11.06,0
56.04,-23.47,-2,-2,11.06,0
55.23,-24.28,-2,-2,11.06,0
54.44,-25.06,-2,-2,11.06,0
53.6,-25.91,-2,-2,11.06,0
52.8,-26.71,-2,-2,11.06,0
51.73,-27.78,-2,-2,11.06,0
50.86,-28.65,-2,-2,11.06,0
49.9,-29.61,-2,-2,11.06,0
49.11,-30.4,-2,-2,11.06,0
48.12,-31.39,-2,-2,11.06,0
47.04,-32.47,-2,-2,11.06,0
46.16,-33.35,-2,-2,11.06,0
45.14,-34.37,-2,-2,11.06,0
43.92,-35.59,-2,-2,11.06,0
42.97,-36.54,-2,-2,11.06,0
42.12,-37.39,-2,-2,11.06,0
41.09,-38.42,-2,-2,11.06,0
40.36,-39.15,-2,-2,11.06,0
39.13,-40.38,-2,-2,11.06,0
38.41,-41.1,-2,-2,11.06,0
37.64,-41.86,-2,-2,11.06,0
36.44,-43.07,-2,-2,11.06,0
35.61,-43.9,-2,-2,11.06,0
34.59,-44.92,-2,-2,11.06,0
33.42,-46.09,-2,-2,11.06,0
32.49,-47.02,-2,-2,11.06,0
31.46,-48.05,-2,-2,11.06,0
30.37,-49.13,-2,-2,11.06,0
29.8,-49.71,-2,-2,11.06,0
28.68,-50.83,-2,-2,11.06,0
27.75,-51.76,-2,-2,11.06,0
27.01,-52.5,-2,-2,11.06,0
26.04,-53.47,-2,-2,11.06,0
25.28,-54.22,-2,-2,11.06,0
24.1,-55.41,-2,-2,11.06,0
23.09,-56.42,-2,-2,11.06,0
22.4,-57.1,-2,-2,11.06,0
21.26,-58.24,-2,-2,11.06,0
20.37,-59.14,-2,-2,11.06,0
19.65,-59.86,-2,-2,11.06,0
18.82,-60.69,-2,-2,11.06,0
17.57,-61.93,-2,-2,11.06,0
16.85,-62.66,-2,-2,11.06,0
16.09,-63.42,-2,-2,11.06,0
15.13,-64.38,-2,-2,11.06,0
14.34,-65.17,-2,-2,11.06,0
13.44,-66.06,-2,-2,11.06,0
11.91,-67.6,-2,-2,11.06,0
11.05,-68.46,-2,-2,11.06,0
10.39,-69.12,-2,-2,11.06,0
9.25,-70.25,-2,-2,11.06,0
8.61,-70.9,-2,-2,11.06,0
7.73,-71.78,-2,-2,11.06,0
6.85,-72.66,-2,-2,11.06,0
5.74,-73.77,-2,-2,11.06,0
4.79,-74.72,-2,-2,11.06,0
3.94,-75.56,-2,-2,11.06,0
3.24,-76.26,-2,-2,11.06,0
2.1,-77.41,-2,-2,11.06,0
1.26,-78.25,-2,-2,11.06,0
0.37,-79.14,-2,-2,11.06,0
-0.33,-79.84,-2,-2,11.06,0
-1.5,-81.0,-2,-2,11.06,0
-2.48,-81.99,-2,-2,11.06,0
-3.45,-82.96,-2,-2,11.06,0
-4.42,-83.92,-2,-2,11.06,0
-5.11,-84.62,-2,-2,11.06,0
-5.94,-85.44,-2,-2,11.06,0
-6.68,-86.19,-2,-2,11.06,0
-7.66,-87.17,-2,-2,11.06,0
-8.48,-87.99,-2,-2,11.06,0
-9.52,-89.03,-2,-2,11.06,0
-10.67,-90.18,-2,-2,11.06,0
-11.62,-91.13,-2,-2,11.06,0
-12.34,-91.85,-2,-2,11.06,0
-13.1,-92.6,-2,-2,11.06,0
-14.06,-93.57,-2,-2,11.06,0
-14.8,-94.31,-2,-2,11.06,0
-15.46,-94.97,-2,-2,11.06,0
-16.33,-95.84,-2,-2,11.06,0
-17.35,-96.86,-2,-2,11.06,0
-18.28,-97.78,-2,-2,11.06,0
-19.26,-98.77,-2,-2,11.06,0
-20.08,-99.59,-2,-2,11.06,0
-21.3,-100.8,-2,-2,11.06,0
-21.91,-101.41,-2,-2,11.06,0
-22.83,-102.33,-2,-2,11.06,0
-23.72,-103.23,-2,-2,11.06,0
-24.62,-104.13,-2,-2,11.06,0
-25.69,-105.19,-2,-2,11.06,0
-26.34,-105.85,-2,-2,11.06,0
-27.13,-106.64,-2,-2,11.06,0
-28.08,-107.59,-2,-2,11.06,0
-29.06,-108.57,-2,-2,11.06,0
-29.7,-109.21,-2,-2,11.06,0
-30.46,-109.97,-2,-2,11.06,0
-31.61,-111.12,-2,-2,11.06,0
-32.41,-111.92,-2,-2,11.06,0
-33.16,-112.67,-2,-2,11.06,0
-33.98,-113.49,-2,-2,11.06,0
-35.22,-114.73,-2,-2,11.06,0
-35.88,-115.38,-2,-2,11.06,0
-36.81,-116.31,-2,-2,11.06,0
-37.48,-116.99,-2,-2,11.06,0
-38.47,-117.98,-2,-2,11.06,0
-39.58,-119.09,-2,-2,11.06,0
-40.18,-119.69,-2,-2,11.06,0
-41.17,-120.68,-2,-2,11.06,0
-41.95,-121.46,-2,-2,11.06,0
-42.69,-122.2,-2,-2,11.06,0
-43.67,-123.18,-2,-2,11.06,0
-44.44,-123.95,-2,-2,11.06,0
-45.11,-124.62,-2,-2,11.06,0
-46.12,-125.63,-2,-2,11.06,0
-46.79,-126.29,-2,-2,11.06,0
-47.5,-127.01,-2,-2,11.06,0
-48.42,-127.93,-2,-2,11.06,0
-49.32,-128.82,-2,-2,11.06,0
-49.95,-129.45,-2,-2,11.06,0
-50.7,-130.21,-2,-2,11.06,0
-51.64,-131.14,-2,-2,11.06,0
-52.37,-131.88,-2,-2,11.06,0
-53.12,-132.63,-2,-2,11.06,0
-54.07,-133.57,-2,-2,11.06,0
-54.89,-134.4,-2,-2,11.06,0
-55.58,-135.09,-2,-2,11.06,0
-56.43,-135.93,-2,-2,11.06,0
-57.1,-136.61,-2,-2,11.06,0
-58.12,-137.62,-2,-2,11.06,0
-58.7,-138.21,-2,-2,11.06,0
-59.67,-139.18,-2,-2,11.06,0
-60.31,-139.82,-2,-2,11.06,0
-61.36,-140.87,-2,-2,11.06,0
-62.16,-141.67,-2,-2,11.06,0
-62.72,-142.23,-2,-2,11.06,0
